"x","qname","GENDER","STUDY","y","md","lo","hi"
0.241453671290306,"q0.05","F","Study A",23.7485743649929,21.6519129103138,13.3557681485421,29.115573616338
0.615306954443407,"q0.05","F","Study A",31.8627186254655,30.9642131527714,22.2758342469643,42.7381211962535
0.74939474503119,"q0.05","F","Study A",34.7729717249085,34.3785086623206,25.0199013540548,47.6228360802217
1.67114242919606,"q0.05","F","Study A",54.7786637582563,58.9134334397379,39.4388240377415,81.8968014506611
2.24188208403836,"q0.05","F","Study A",67.1660454778201,67.8633860230318,44.7988794036069,92.6864619305246
2.36123645907113,"q0.05","F","Study A",69.7565228709823,67.7334058809522,45.4358292969455,92.8686735582751
4.00215985958486,"q0.05","F","Study A",70.9494771571764,67.7554438874693,50.092589089159,87.8448232029684
3.96006393314207,"q0.05","F","Study A",71.1099498732593,67.9270970059778,50.1366682346899,87.7799179067348
6.64240799047336,"q0.05","F","Study A",60.7178655205542,54.1171675548168,44.4018243807349,69.1133362770127
6.37659484104978,"q0.05","F","Study A",61.8979590902504,55.4902339226231,45.8364538489932,71.2681867941978
11.5023041080812,"q0.05","F","Study A",38.6801660944505,31.5173996285321,17.4514640351336,46.2840180242485
0.336574094394902,"q0.05","F","Study A",25.813076323502,23.9578769367278,15.6342802720178,32.4862187946372
0.462269773961688,"q0.05","F","Study A",28.5411863146418,27.0121913428385,18.6416419650187,37.0570717682255
0.88759616655563,"q0.05","F","Study A",37.772507428491,38.0834712984146,27.59437066065,52.3829654759528
1.52071984805241,"q0.05","F","Study A",51.5138789932816,54.965856957427,37.4773822141155,76.0027413425142
1.77769815603451,"q0.05","F","Study A",57.0913583830054,61.4913681972698,40.8282620948186,86.0720114091096
2.20658709284384,"q0.05","F","Study A",66.4000000194117,67.8987156559521,44.6105231672037,92.2226785001619
3.03197151284996,"q0.05","F","Study A",74.64790526633,70.3304626187011,48.7758498584666,90.9202929879603
3.54059202644598,"q0.05","F","Study A",72.7090071146001,69.2968611494335,50.3833501355891,88.2937457809733
4.82834489835928,"q0.05","F","Study A",67.8000000116136,63.9658844686629,49.9715615150214,82.6031349395134
7.5225649757846,"q0.05","F","Study A",56.7267030875757,50.0634519993443,40.8819946170331,63.3608000233563
12.8095150417071,"q0.05","F","Study A",32.7524834810012,26.4795452784026,8.12387561792519,40.4899273377879
0.298165242584459,"q0.05","F","Study A",24.9794472541818,22.8997490235488,14.7153202090657,31.1251797355874
