"x","pname","y","lo","md","hi"
0,"prob0",0.580057006509364,0.567435727277728,0.600108878010086,0.635244088531033
0,"prob1",0.296340989970837,0.274716595608526,0.302211330154387,0.328694659898008
0,"prob2",0.120312538729085,0.0846009705175899,0.102617318810131,0.124987983619167
0.0328515,"prob0",0.579804652172795,0.566903626248524,0.599570102954946,0.634503388525254
0.0328515,"prob1",0.296563081928988,0.275115014550821,0.302447110121742,0.328771323848943
0.0328515,"prob2",0.120418806563108,0.0848665306162988,0.102854650919933,0.125141823006009
0.065703,"prob0",0.579552254866842,0.56637137086808,0.599031082104775,0.633762052112519
0.065703,"prob1",0.296785270055235,0.275513791315586,0.302682996459898,0.328847997009136
0.065703,"prob2",0.120525155902639,0.0851328466501855,0.103104195114993,0.125295824871733
0.0985545,"prob0",0.579299812610141,0.565838962313998,0.598491816205719,0.633020083179303
0.0985545,"prob1",0.29700755415817,0.275912924734519,0.302918988692044,0.328924679524026
0.0985545,"prob2",0.120631587640875,0.0853999200686723,0.103354275507688,0.125449989731983
0.131406,"prob0",0.57904732240542,0.565306401762338,0.597952305755679,0.632277486069175
0.131406,"prob1",0.297229933984391,0.276312413223003,0.30315508615124,0.329001371610625
0.131406,"prob2",0.120738103084832,0.0856677522154774,0.103604892884446,0.125604318302007
0.1642576,"prob0",0.57879477949671,0.56477368876589,0.597412549367038,0.63153426330956
0.1642576,"prob1",0.29745240989736,0.276712256006825,0.303391288704142,0.329078073789157
0.1642576,"prob2",0.120844704270644,0.085936345148612,0.103856048787743,0.125758811962993
0.1971091,"prob0",0.578542180470265,0.564240827740985,0.596872550345532,0.630790424653193
0.1971091,"prob1",0.297674980169742,0.277112448261644,0.303627593879211,0.32915478594728
0.1971091,"prob2",0.120951392656076,0.0862056983689444,0.104107742456535,0.125913470876273
0.2299606,"prob0",0.578289518667738,0.563822776921392,0.596323979819501,0.630045973494041
0.2299606,"prob1",0.297897645048171,0.277512988424692,0.3039178026107,0.329231508739146
0.2299606,"prob2",0.121058171058256,0.0864758137270294,0.104393087066973,0.126068296800825
