"Country_ID_code","bin","xbin","pname","y","lo","md","hi"
1,"0",0.131406,"prob0",0.555555555555556,0.44973544973545,0.507936507936508,0.561111111111111
1,"0",0.131406,"prob1",0.285714285714286,0.293518518518519,0.354497354497354,0.412962962962963
1,"0",0.131406,"prob2",0.158730158730159,0.0924603174603175,0.137566137566138,0.185449735449735
1,"3",3,"prob0",0.441747572815534,0.376092233009709,0.436893203883495,0.480582524271845
1,"3",3,"prob1",0.41747572815534,0.329854368932039,0.383495145631068,0.449150485436893
1,"3",3,"prob2",0.140776699029126,0.128519417475728,0.174757281553398,0.220995145631068
1,"6",6,"prob0",0.423645320197044,0.315270935960591,0.379310344827586,0.433497536945813
1,"6",6,"prob1",0.399014778325123,0.349753694581281,0.4064039408867,0.460714285714286
1,"6",6,"prob2",0.177339901477833,0.16256157635468,0.211822660098522,0.263669950738916
1,"9",9,"prob0",0.367149758454106,0.270289855072464,0.328502415458937,0.371980676328502
1,"9",9,"prob1",0.396135265700483,0.364613526570048,0.417874396135266,0.478260869565217
1,"9",9,"prob2",0.236714975845411,0.21256038647343,0.246376811594203,0.306884057971014
1,"12",12,"prob0",0.240740740740741,0.203703703703704,0.265432098765432,0.342746913580247
1,"12",12,"prob1",0.45679012345679,0.351851851851852,0.419753086419753,0.497067901234568
1,"12",12,"prob2",0.302469135802469,0.240740740740741,0.308641975308642,0.364197530864198
1,"15",15,"prob0",0.215686274509804,0.166503267973856,0.235294117647059,0.294117647058824
1,"15",15,"prob1",0.38562091503268,0.34297385620915,0.418300653594771,0.493627450980392
1,"15",15,"prob2",0.398692810457516,0.277614379084967,0.356209150326797,0.431699346405229
1,"18",18,"prob0",0.16374269005848,0.131432748538012,0.187134502923977,0.24312865497076
1,"18",18,"prob1",0.385964912280702,0.341959064327485,0.39766081871345,0.456432748538012
1,"18",18,"prob2",0.450292397660819,0.362573099415205,0.421052631578947,0.482894736842105
2,"0",0.3285151,"prob0",0.518918918918919,0.445810810810811,0.510810810810811,0.575810810810811
2,"0",0.3285151,"prob1",0.324324324324324,0.29445945945946,0.351351351351351,0.421891891891892
2,"0",0.3285151,"prob2",0.156756756756757,0.0918918918918919,0.137837837837838,0.186621621621622
2,"3",3,"prob0",0.492822966507177,0.392344497607655,0.464114832535885,0.543181818181818
2,"3",3,"prob1",0.358851674641148,0.308492822966507,0.37799043062201,0.447488038277512
2,"3",3,"prob2",0.148325358851675,0.119617224880383,0.155502392344498,0.215311004784689
2,"6",6,"prob0",0.46046511627907,0.341744186046512,0.4,0.46046511627907
2,"6",6,"prob1",0.353488372093023,0.334883720930233,0.404651162790698,0.444302325581395
2,"6",6,"prob2",0.186046511627907,0.158139534883721,0.2,0.237209302325581
